,Unnamed: 0,Time,Open,High,Low,Last,Change,%Chg,Volume,Classification
593,593,08/22/2016,218.26,218.8,217.83,218.53,-0.01,0.00%,61368700.0,False
594,594,08/19/2016,218.31,218.75,217.74,218.54,-0.32,-0.15%,75442896.0,False
595,595,08/18/2016,218.34,218.9,218.21,218.86,0.49,+0.22%,52989200.0,True
596,596,08/17/2016,218.0,218.53,217.02,218.37,0.41,+0.19%,75134200.0,True
597,597,08/16/2016,218.6,218.68,217.96,217.96,-1.13,-0.52%,53213600.0,False
598,598,08/15/2016,218.89,219.5,218.88,219.09,0.63,+0.29%,49813400.0,True
599,599,08/12/2016,218.29,218.71,217.99,218.46,-0.19,-0.09%,61313500.0,False
600,600,08/11/2016,218.26,218.94,217.95,218.65,1.01,+0.46%,72504200.0,True
601,601,08/10/2016,218.31,218.4,217.23,217.64,-0.54,-0.25%,57939900.0,False
602,602,08/09/2016,218.13,218.76,217.8,218.18,0.13,+0.06%,51251700.0,True
603,603,08/08/2016,218.4,218.52,217.74,218.05,-0.13,-0.06%,39906400.0,False
604,604,08/05/2016,217.21,218.23,217.07,218.18,1.77,+0.82%,71892096.0,True
605,605,08/04/2016,216.31,216.78,214.25,216.41,0.23,+0.11%,46585500.0,True
606,606,08/03/2016,215.48,216.24,215.13,216.18,0.63,+0.29%,53993600.0,True
607,607,08/02/2016,216.65,216.83,214.57,215.55,-1.39,-0.64%,92295400.0,False
608,608,08/01/2016,217.19,217.65,216.41,216.94,-0.18,-0.08%,73311400.0,False
609,609,07/29/2016,216.46,217.54,216.13,217.12,0.35,+0.16%,79519400.0,True
610,610,07/28/2016,216.29,217.11,215.75,216.77,0.25,+0.12%,65035600.0,True
611,611,07/27/2016,217.19,217.27,215.62,216.52,-0.23,-0.11%,84083800.0,False
612,612,07/26/2016,216.53,217.17,215.76,216.75,0.1,+0.05%,70080400.0,True
613,613,07/25/2016,217.0,217.06,215.97,216.65,-0.59,-0.27%,55873100.0,False
614,614,07/22/2016,216.41,217.3,216.1,217.24,0.97,+0.45%,62787400.0,True
615,615,07/21/2016,216.96,217.22,215.75,216.27,-0.82,-0.38%,67777200.0,False
616,616,07/20/2016,216.75,217.37,216.24,217.09,0.9,+0.42%,58159400.0,True
617,617,07/19/2016,215.92,216.23,215.63,216.19,-0.22,-0.10%,54345700.0,False
618,618,07/18/2016,215.97,216.6,215.67,216.41,0.58,+0.27%,58725900.0,True
619,619,07/15/2016,216.78,217.01,215.31,215.83,-0.29,-0.13%,107155000.0,False
620,620,07/14/2016,216.4,216.67,215.66,216.12,1.2,+0.56%,91230800.0,True
621,621,07/13/2016,215.44,215.45,214.35,214.92,-0.03,-0.01%,87324096.0,False
622,622,07/12/2016,214.53,215.3,213.43,214.95,1.55,+0.73%,101275600.0,True
623,623,07/11/2016,213.19,214.07,212.95,213.4,0.75,+0.35%,73633904.0,True
624,624,07/08/2016,211.05,212.94,210.78,212.65,3.12,+1.49%,133970896.0,True
625,625,07/07/2016,209.87,210.65,208.63,209.53,-0.13,-0.06%,85593800.0,False
626,626,07/06/2016,207.83,209.8,207.06,209.66,1.25,+0.60%,96021400.0,True
627,627,07/05/2016,208.95,209.08,207.71,208.41,-1.51,-0.72%,109803600.0,False
628,628,07/01/2016,209.36,210.49,209.29,209.92,0.44,+0.21%,106055296.0,True
629,629,06/30/2016,207.21,209.54,206.56,209.48,2.82,+1.36%,165022000.0,True
630,630,06/29/2016,204.84,206.93,204.72,206.66,3.46,+1.70%,137328608.0,True
631,631,06/28/2016,201.48,203.23,201.12,203.2,3.6,+1.80%,159382304.0,True
632,632,06/27/2016,201.59,201.6,198.65,199.6,-3.53,-1.74%,248988496.0,False
633,633,06/24/2016,203.63,210.85,202.72,203.13,-7.68,-3.64%,333443808.0,False
634,634,06/23/2016,209.81,210.87,209.27,210.81,2.71,+1.30%,102731400.0,True
635,635,06/22/2016,208.65,209.5,207.93,208.1,-0.34,-0.16%,95560400.0,False
636,636,06/21/2016,208.3,208.92,207.78,208.44,0.59,+0.28%,72461600.0,True
637,637,06/20/2016,208.82,209.61,207.75,207.85,1.33,+0.64%,82789504.0,True
638,638,06/17/2016,207.17,207.2,205.75,206.52,-1.85,-0.89%,117055296.0,False
639,639,06/16/2016,206.73,208.57,205.59,208.37,0.62,+0.30%,149532992.0,True
640,640,06/15/2016,208.54,209.36,207.53,207.75,-0.29,-0.14%,109124496.0,False
641,641,06/14/2016,208.0,208.74,206.92,208.04,-0.41,-0.20%,125059200.0,False
642,642,06/13/2016,209.36,210.37,208.35,208.45,-1.62,-0.77%,117751104.0,False
643,643,06/10/2016,210.46,210.86,209.43,210.07,-2.01,-0.95%,113829104.0,False
644,644,06/09/2016,211.51,212.22,211.19,212.08,-0.29,-0.14%,73786800.0,False
645,645,06/08/2016,211.84,212.52,211.69,212.37,0.69,+0.33%,66170900.0,True
646,646,06/07/2016,211.53,212.34,211.5,211.68,0.33,+0.16%,60974500.0,True
647,647,06/06/2016,210.7,211.77,210.51,211.35,1.07,+0.51%,64887000.0,True
648,648,06/03/2016,210.25,210.69,208.86,210.28,-0.63,-0.30%,101757104.0,False
649,649,06/02/2016,209.8,210.93,209.24,210.91,0.64,+0.30%,63044700.0,True
650,650,06/01/2016,209.12,210.48,208.89,210.27,0.43,+0.20%,69936200.0,True
651,651,05/31/2016,210.56,210.69,209.18,209.84,-0.4,-0.19%,109879296.0,False
652,652,05/27/2016,209.53,210.25,209.47,210.24,0.9,+0.43%,64211200.0,True
653,653,05/26/2016,209.44,209.71,208.97,209.34,0.06,+0.03%,55280600.0,True
654,654,05/25/2016,208.67,209.77,207.87,209.28,1.41,+0.68%,79221800.0,True
655,655,05/24/2016,206.17,208.24,206.14,207.87,2.66,+1.30%,93537696.0,True
656,656,05/23/2016,205.51,205.84,204.99,205.21,-0.28,-0.14%,58682500.0,False
657,657,05/20/2016,204.92,206.1,204.86,205.49,1.29,+0.63%,104990304.0,True
658,658,05/19/2016,204.06,204.54,202.78,204.2,-0.71,-0.35%,115430496.0,False
659,659,05/18/2016,204.44,206.3,203.63,204.91,0.06,+0.03%,123493296.0,True
660,660,05/17/2016,206.46,206.8,204.23,204.85,-1.93,-0.93%,114924896.0,False
661,661,05/16/2016,204.96,207.34,204.89,206.78,2.02,+0.99%,77486800.0,True
662,662,05/13/2016,206.21,206.86,204.38,204.76,-1.8,-0.87%,96474600.0,False
663,663,05/12/2016,207.29,207.49,205.37,206.56,0.06,+0.03%,89586304.0,True
664,664,05/11/2016,207.91,208.54,206.5,206.5,-1.95,-0.94%,81726896.0,False
665,665,05/10/2016,206.72,208.5,206.64,208.45,2.56,+1.24%,77472200.0,True
666,666,05/09/2016,205.57,206.4,205.36,205.89,0.17,+0.08%,74374896.0,True
667,667,05/06/2016,204.06,205.77,203.88,205.72,0.75,+0.37%,89315000.0,True
668,668,05/05/2016,205.56,205.98,204.47,204.97,-0.04,-0.02%,67619104.0,False
669,669,05/04/2016,204.99,205.85,204.42,205.01,-1.15,-0.56%,92243696.0,False
670,670,05/03/2016,206.52,206.8,205.28,206.16,-1.81,-0.87%,106422096.0,False
671,671,05/02/2016,206.92,208.18,206.41,207.97,1.64,+0.79%,62187900.0,True
672,672,04/29/2016,206.72,207.13,205.03,206.33,-1.12,-0.54%,142424096.0,False
673,673,04/28/2016,208.46,209.76,206.96,207.45,-1.9,-0.91%,97216096.0,False
674,674,04/27/2016,208.47,209.81,208.05,209.35,0.43,+0.21%,77329400.0,True
675,675,04/26/2016,209.04,209.52,208.36,208.92,0.31,+0.15%,75864096.0,True
676,676,04/25/2016,208.26,208.66,207.54,208.61,-0.36,-0.17%,66166400.0,False
677,677,04/22/2016,208.55,209.29,207.91,208.97,0.0,0.00%,99251696.0,False
678,678,04/21/2016,210.12,210.25,208.65,208.97,-1.13,-0.54%,85694896.0,False
679,679,04/20/2016,209.95,210.92,209.39,210.1,0.2,+0.10%,81100200.0,True
680,680,04/19/2016,209.74,210.2,208.94,209.9,0.66,+0.32%,88316000.0,True
681,681,04/18/2016,207.14,209.28,207.0,209.24,1.46,+0.70%,82530896.0,True
682,682,04/15/2016,208.01,208.17,207.4,207.78,-0.23,-0.11%,75761600.0,False
683,683,04/14/2016,208.07,208.6,207.6,208.01,0.01,0.00%,65212800.0,True
684,684,04/13/2016,207.0,208.1,206.84,208.0,2.08,+1.01%,96336400.0,True
685,685,04/12/2016,204.22,206.25,203.7,205.92,1.9,+0.93%,115350600.0,True
686,686,04/11/2016,205.25,206.07,203.91,204.02,-0.48,-0.23%,83757400.0,False
687,687,04/08/2016,205.34,205.85,203.87,204.5,0.55,+0.27%,95040496.0,True
688,688,04/07/2016,205.14,205.56,203.09,203.95,-2.47,-1.20%,113859104.0,False
689,689,04/06/2016,204.29,206.49,203.98,206.42,2.23,+1.09%,91839696.0,True
690,690,04/05/2016,204.67,206.26,203.89,204.19,-2.06,-1.00%,99662096.0,False
691,691,04/04/2016,206.83,207.07,205.89,206.25,-0.67,-0.32%,63496900.0,False
692,692,04/01/2016,204.35,207.14,203.98,206.92,1.4,+0.68%,114423400.0,True
693,693,03/31/2016,205.91,206.41,205.33,205.52,-0.5,-0.24%,94584096.0,False
694,694,03/30/2016,206.3,206.87,205.59,206.02,0.9,+0.44%,86365296.0,True
695,695,03/29/2016,202.76,205.25,202.4,205.12,1.88,+0.93%,92922800.0,True
696,696,03/28/2016,203.61,203.86,202.7,203.24,0.12,+0.06%,62408100.0,True
697,697,03/24/2016,202.0,203.16,201.74,203.12,-0.09,-0.04%,84360800.0,False
698,698,03/23/2016,204.11,204.33,203.01,203.21,-1.35,-0.66%,81052400.0,False
699,699,03/22/2016,203.76,205.23,203.57,204.56,-0.11,-0.05%,97471904.0,False
700,700,03/21/2016,204.07,204.94,203.8,204.67,0.29,+0.14%,72926600.0,True
701,701,03/18/2016,204.17,204.78,203.8,204.38,-0.25,-0.12%,138372496.0,False
702,702,03/17/2016,203.24,205.23,202.77,204.63,1.29,+0.63%,134278496.0,True
703,703,03/16/2016,201.6,203.82,201.55,203.34,1.17,+0.58%,129303104.0,True
704,704,03/15/2016,201.36,202.53,201.05,202.17,-0.33,-0.16%,93169000.0,False
705,705,03/14/2016,202.16,203.04,201.77,202.5,-0.26,-0.13%,73611904.0,False
706,706,03/11/2016,201.26,202.81,199.52,202.76,3.22,+1.61%,137964496.0,True
707,707,03/10/2016,199.96,201.07,197.38,199.54,0.16,+0.08%,156838800.0,True
708,708,03/09/2016,199.36,199.79,198.43,199.38,0.98,+0.49%,94801104.0,True
709,709,03/08/2016,199.32,199.92,198.21,198.4,-2.19,-1.09%,123974800.0,False
710,710,03/07/2016,199.34,201.07,199.25,200.59,0.16,+0.08%,100219000.0,True
711,711,03/04/2016,200.01,201.35,199.03,200.43,0.65,+0.33%,129293600.0,True
712,712,03/03/2016,198.79,199.8,198.11,199.78,0.78,+0.39%,95172096.0,True
713,713,03/02/2016,197.74,199.06,197.25,199.0,0.89,+0.45%,102414896.0,True
714,714,03/01/2016,195.01,198.21,194.45,198.11,4.55,+2.35%,141799696.0,True
715,715,02/29/2016,195.11,196.23,193.33,193.56,-1.53,-0.78%,125918000.0,False
716,716,02/26/2016,196.57,196.68,194.9,195.09,-0.45,-0.23%,129833600.0,False
717,717,02/25/2016,193.73,195.55,192.83,195.54,2.34,+1.21%,110728200.0,True
718,718,02/24/2016,190.63,193.53,189.32,193.2,0.88,+0.46%,150812096.0,True
719,719,02/23/2016,194.0,194.32,192.18,192.32,-2.46,-1.26%,111455296.0,False
720,720,02/22/2016,193.87,194.95,193.79,194.78,2.78,+1.45%,103640200.0,True
721,721,02/19/2016,191.17,192.18,190.45,192.0,-0.09,-0.05%,114792896.0,False
722,722,02/18/2016,193.2,193.27,191.72,192.09,-0.79,-0.41%,102343000.0,False
723,723,02/17/2016,191.16,193.32,191.01,192.88,3.1,+1.63%,136009504.0,True
724,724,02/16/2016,188.77,189.81,187.63,189.78,3.15,+1.69%,120250704.0,True
725,725,02/12/2016,184.96,186.65,183.96,186.63,3.77,+2.06%,127632400.0,True
726,726,02/11/2016,182.34,184.1,181.09,182.86,-2.41,-1.30%,219058208.0,False
727,727,02/10/2016,186.41,188.34,185.12,185.27,-0.16,-0.09%,148214304.0,False
728,728,02/09/2016,183.36,186.94,183.2,185.43,0.01,+0.01%,184512608.0,True
729,729,02/08/2016,185.77,186.12,182.8,185.42,-2.53,-1.35%,191526496.0,False
730,730,02/05/2016,190.99,191.67,187.2,187.95,-3.65,-1.91%,180788304.0,False
731,731,02/04/2016,190.71,192.75,189.96,191.6,0.3,+0.16%,139531696.0,True
732,732,02/03/2016,191.41,191.78,187.1,191.3,1.14,+0.60%,205054896.0,True
733,733,02/02/2016,191.96,191.97,189.54,190.16,-3.49,-1.80%,182564896.0,False
734,734,02/01/2016,192.53,194.58,191.84,193.65,-0.07,-0.04%,136061504.0,False
735,735,01/29/2016,190.02,193.88,189.88,193.72,4.61,+2.44%,210526000.0,True
736,736,01/28/2016,189.96,190.2,187.16,189.11,0.98,+0.52%,143798704.0,True
737,737,01/27/2016,189.58,191.56,187.06,188.13,-2.07,-1.09%,185681600.0,False
738,738,01/26/2016,188.42,190.53,188.02,190.2,2.56,+1.36%,141036800.0,True
739,739,01/25/2016,189.92,190.15,187.41,187.64,-2.88,-1.51%,130371600.0,False
740,740,01/22/2016,189.78,190.76,188.88,190.52,3.83,+2.05%,168319600.0,True
741,741,01/21/2016,186.21,188.87,184.64,186.69,1.04,+0.56%,195772992.0,True
742,742,01/20/2016,185.03,187.5,181.02,185.65,-2.41,-1.28%,286547712.0,False
743,743,01/19/2016,189.96,190.11,186.2,188.06,0.25,+0.13%,195243808.0,True
744,744,01/15/2016,186.77,188.76,185.52,187.81,-4.12,-2.15%,324846016.0,False
745,745,01/14/2016,189.55,193.26,187.66,191.93,3.1,+1.64%,240795504.0,True
746,746,01/13/2016,194.45,194.86,188.38,188.83,-4.83,-2.49%,221168608.0,False
747,747,01/12/2016,193.82,194.55,191.14,193.66,1.55,+0.81%,172330400.0,True
748,748,01/11/2016,193.01,193.41,189.82,192.11,0.19,+0.10%,187941408.0,True
749,749,01/08/2016,195.19,195.85,191.58,191.92,-2.13,-1.10%,209817104.0,False
750,750,01/07/2016,195.33,197.44,193.59,194.05,-4.77,-2.40%,213435904.0,False
751,751,01/06/2016,198.34,200.06,197.6,198.82,-2.54,-1.26%,152112608.0,False
752,752,01/05/2016,201.4,201.9,200.05,201.36,0.34,+0.17%,110845800.0,True
753,753,01/04/2016,200.49,201.03,198.59,201.02,-2.85,-1.40%,222353504.0,False
754,754,12/31/2015,205.13,205.89,203.87,203.87,-2.06,-1.00%,114877800.0,False
755,755,12/30/2015,207.11,207.21,205.76,205.93,-1.47,-0.71%,63317600.0,False
756,756,12/29/2015,206.51,207.79,206.47,207.4,2.19,+1.07%,92640600.0,True
757,757,12/28/2015,204.86,205.26,203.94,205.21,-0.47,-0.23%,65899900.0,False
758,758,12/24/2015,205.72,206.33,205.42,205.68,-0.34,-0.17%,48542100.0,False
759,759,12/23/2015,204.69,206.07,204.58,206.02,2.52,+1.24%,110987296.0,True
760,760,12/22/2015,202.72,203.85,201.55,203.5,1.83,+0.91%,111026200.0,True
761,761,12/21/2015,201.41,201.88,200.09,201.67,1.65,+0.82%,99094304.0,True
762,762,12/18/2015,202.77,202.93,199.83,200.02,-4.84,-2.36%,251393408.0,False
763,763,12/17/2015,208.4,208.48,204.84,204.86,-3.17,-1.52%,173092496.0,False
764,764,12/16/2015,206.37,208.39,204.8,208.03,3.0,+1.46%,197016704.0,True
765,765,12/15/2015,204.7,206.11,202.87,205.03,2.13,+1.05%,154069504.0,True
766,766,12/14/2015,202.07,203.05,199.95,202.9,1.02,+0.51%,182385104.0,True
767,767,12/11/2015,203.35,204.14,201.51,201.88,-3.99,-1.94%,211173296.0,False
768,768,12/10/2015,205.42,207.43,205.14,205.87,0.53,+0.26%,116128800.0,True
769,769,12/09/2015,206.19,208.68,204.18,205.34,-1.61,-0.78%,162401504.0,False
770,770,12/08/2015,206.49,208.29,205.78,206.95,-1.4,-0.67%,103372304.0,False
771,771,12/07/2015,209.23,209.73,207.2,208.35,-1.27,-0.61%,102027104.0,False
772,772,12/04/2015,206.08,209.97,205.93,209.62,4.01,+1.95%,192915296.0,True
773,773,12/03/2015,208.83,209.15,204.75,205.61,-2.92,-1.40%,166224096.0,False
774,774,12/02/2015,210.62,211.0,208.23,208.53,-2.15,-1.02%,108441200.0,False
775,775,12/01/2015,209.44,210.82,209.11,210.68,1.99,+0.95%,97858400.0,True
776,776,11/30/2015,209.75,209.89,208.56,208.69,-0.87,-0.42%,112822704.0,False
777,777,11/27/2015,209.43,209.8,208.86,209.56,0.24,+0.11%,37317700.0,True
778,778,11/25/2015,209.5,209.74,209.01,209.32,-0.03,-0.01%,51980000.0,False
779,779,11/24/2015,207.87,209.83,207.41,209.35,0.28,+0.13%,98819904.0,True
780,780,11/23/2015,209.38,209.98,208.52,209.07,-0.24,-0.11%,64931100.0,False
781,781,11/20/2015,209.45,210.12,208.86,209.31,0.76,+0.36%,94011504.0,True
782,782,11/19/2015,208.59,209.05,208.2,208.55,-0.18,-0.09%,88220400.0,False
783,783,11/18/2015,206.04,208.9,205.99,208.73,3.26,+1.59%,121342496.0,True
784,784,11/17/2015,205.99,207.04,204.88,205.47,-0.15,-0.07%,121123696.0,False
785,785,11/16/2015,202.32,205.69,202.18,205.62,3.08,+1.52%,117645200.0,True
786,786,11/13/2015,204.35,204.67,202.44,202.54,-2.3,-1.12%,153576992.0,False
787,787,11/12/2015,206.5,207.06,204.82,204.84,-2.9,-1.40%,121314896.0,False
788,788,11/11/2015,208.88,208.94,207.66,207.74,-0.82,-0.39%,67845904.0,False
789,789,11/10/2015,207.51,208.6,207.19,208.56,0.48,+0.23%,75874496.0,True
790,790,11/09/2015,209.31,209.49,206.95,208.08,-1.96,-0.93%,131008704.0,False
791,791,11/06/2015,209.74,210.32,208.46,210.04,-0.11,-0.05%,110471400.0,False
792,792,11/05/2015,210.43,210.98,209.09,210.15,-0.21,-0.10%,78408704.0,False
793,793,11/04/2015,211.35,211.5,209.72,210.36,-0.64,-0.30%,96224496.0,False
794,794,11/03/2015,209.97,211.66,209.7,211.0,0.61,+0.29%,95246000.0,True
795,795,11/02/2015,208.32,210.62,208.17,210.39,2.46,+1.18%,86270800.0,True
796,796,10/30/2015,209.06,209.44,207.74,207.93,-0.9,-0.43%,131077000.0,False
797,797,10/29/2015,208.35,209.27,208.21,208.83,-0.12,-0.06%,90525400.0,False
798,798,10/28/2015,207.0,208.98,206.21,208.95,2.35,+1.14%,135906704.0,True
799,799,10/27/2015,206.2,207.0,205.79,206.6,-0.4,-0.19%,77905696.0,False
800,800,10/26/2015,207.3,207.37,206.56,207.0,-0.51,-0.25%,69032896.0,False
801,801,10/23/2015,207.25,207.95,206.3,207.51,2.25,+1.10%,144442304.0,True
802,802,10/22/2015,202.98,205.51,201.85,205.26,3.41,+1.69%,174911600.0,True
803,803,10/21/2015,203.61,203.79,201.65,201.85,-1.24,-0.61%,102038000.0,False
804,804,10/20/2015,202.85,203.84,202.55,203.09,-0.28,-0.14%,78448496.0,False
805,805,10/19/2015,202.5,203.37,202.13,203.37,0.1,+0.05%,76523904.0,True
806,806,10/16/2015,202.83,203.29,201.92,203.27,0.92,+0.45%,114580000.0,True
807,807,10/15/2015,200.08,202.36,199.64,202.35,3.06,+1.54%,134142200.0,True
808,808,10/14/2015,200.18,200.87,198.94,199.29,-0.96,-0.48%,99106096.0,False
809,809,10/13/2015,200.65,202.16,200.05,200.25,-1.27,-0.63%,88038704.0,False
810,810,10/12/2015,201.42,201.76,200.91,201.52,0.19,+0.09%,56395600.0,True
811,811,10/09/2015,201.38,201.9,200.58,201.33,0.12,+0.06%,107938000.0,True
812,812,10/08/2015,198.95,201.55,198.59,201.21,1.8,+0.90%,153055200.0,True
813,813,10/07/2015,198.9,199.82,197.48,199.41,1.62,+0.82%,124307200.0,True
814,814,10/06/2015,198.31,198.98,197.0,197.79,-0.68,-0.34%,110274496.0,False
815,815,10/05/2015,196.46,198.74,196.33,198.47,3.47,+1.78%,126320800.0,True
816,816,10/02/2015,189.77,195.03,189.12,195.0,2.87,+1.49%,211003104.0,True
817,817,10/01/2015,192.08,192.49,189.82,192.13,0.5,+0.26%,131078896.0,True
818,818,09/30/2015,190.37,191.83,189.44,191.63,3.51,+1.87%,163452000.0,True
819,819,09/29/2015,188.27,189.74,186.93,188.12,0.11,+0.06%,159045504.0,True
820,820,09/28/2015,191.78,191.91,187.64,188.01,-4.84,-2.51%,178515808.0,False
821,821,09/25/2015,194.64,195.0,191.81,192.85,-0.05,-0.03%,155054704.0,False
822,822,09/24/2015,192.15,193.45,190.56,192.9,-0.7,-0.36%,159378800.0,False
823,823,09/23/2015,194.11,194.67,192.91,193.6,-0.31,-0.16%,92790600.0,False
824,824,09/22/2015,193.88,194.46,192.56,193.91,-2.55,-1.30%,153890800.0,False
825,825,09/21/2015,196.44,197.68,195.21,196.46,1.01,+0.52%,105726200.0,True
826,826,09/18/2015,195.71,198.68,194.96,195.45,-4.28,-2.14%,223657408.0,False
827,827,09/17/2015,200.02,202.89,199.28,199.73,-0.45,-0.22%,276046496.0,False
828,828,09/16/2015,198.82,200.41,198.41,200.18,1.72,+0.87%,99581504.0,True
829,829,09/15/2015,196.61,198.99,195.96,198.46,2.45,+1.25%,113806200.0,True
830,830,09/14/2015,196.95,197.01,195.43,196.01,-0.73,-0.37%,79451904.0,False
831,831,09/11/2015,195.38,196.82,194.53,196.74,0.89,+0.45%,119691104.0,True
832,832,09/10/2015,194.56,197.22,194.25,195.85,1.06,+0.54%,158610800.0,True
833,833,09/09/2015,199.32,199.47,194.35,194.79,-2.64,-1.34%,149347504.0,False
834,834,09/08/2015,195.94,197.61,195.17,197.43,4.84,+2.51%,116025600.0,True
835,835,09/04/2015,192.85,193.86,191.61,192.59,-2.96,-1.51%,207080896.0,False
836,836,09/03/2015,196.26,198.05,194.96,195.55,0.14,+0.07%,152087808.0,True
837,837,09/02/2015,194.62,195.46,192.42,195.41,3.64,+1.90%,160269296.0,True
838,838,09/01/2015,193.12,194.77,190.73,191.77,-5.9,-2.98%,256000304.0,False
839,839,08/31/2015,198.11,199.13,197.01,197.67,-1.61,-0.81%,163298800.0,False
840,840,08/28/2015,198.5,199.84,197.92,199.28,0.01,+0.01%,160414304.0,True
841,841,08/27/2015,197.02,199.42,195.21,199.27,4.81,+2.47%,274143808.0,True
842,842,08/26/2015,192.08,194.79,188.37,194.46,7.19,+3.84%,339256800.0,True
843,843,08/25/2015,195.43,195.45,186.92,187.27,-2.28,-1.20%,369832896.0,False
844,844,08/24/2015,187.49,197.48,182.4,189.55,-8.08,-4.09%,507243712.0,False
845,845,08/21/2015,201.73,203.94,197.52,197.63,-6.34,-3.11%,346588288.0,False
846,846,08/20/2015,206.51,208.29,203.9,203.97,-4.35,-2.09%,194327904.0,False
847,847,08/19/2015,209.09,210.01,207.35,208.32,-1.66,-0.79%,172945904.0,False
848,848,08/18/2015,210.26,210.68,209.7,209.98,-0.61,-0.29%,71692600.0,False
849,849,08/17/2015,208.71,210.59,208.16,210.59,1.17,+0.56%,79072600.0,True
850,850,08/14/2015,208.43,209.51,208.26,209.42,0.76,+0.36%,72786496.0,True
851,851,08/13/2015,208.73,209.55,208.01,208.66,-0.26,-0.12%,89383200.0,False
852,852,08/12/2015,207.11,209.14,205.36,208.92,0.25,+0.12%,172123600.0,True
853,853,08/11/2015,208.97,209.47,207.76,208.67,-1.9,-0.90%,126081296.0,False
854,854,08/10/2015,209.28,210.67,209.28,210.57,2.62,+1.26%,80270600.0,True
855,855,08/07/2015,208.16,208.34,206.87,207.95,-0.4,-0.19%,117857904.0,False
856,856,08/06/2015,210.29,210.42,207.65,208.35,-1.72,-0.82%,116030704.0,False
857,857,08/05/2015,210.45,211.31,209.73,210.07,0.69,+0.33%,85786800.0,True
858,858,08/04/2015,209.7,210.25,208.8,209.38,-0.41,-0.20%,81820800.0,False
859,859,08/03/2015,210.46,210.53,208.65,209.79,-0.71,-0.34%,113965600.0,False
860,860,07/31/2015,211.42,211.45,210.16,210.5,-0.32,-0.15%,103266800.0,False
861,861,07/30/2015,210.16,211.02,209.42,210.82,0.05,+0.02%,91304304.0,True
862,862,07/29/2015,209.48,211.04,209.31,210.77,1.44,+0.69%,105791200.0,True
863,863,07/28/2015,207.79,209.5,206.8,209.33,2.54,+1.23%,123544800.0,True
864,864,07/27/2015,206.94,207.55,206.26,206.79,-1.21,-0.58%,132361000.0,False
865,865,07/24/2015,210.3,210.37,207.6,208.0,-2.18,-1.04%,117754896.0,False
866,866,07/23/2015,211.53,211.65,209.75,210.18,-1.19,-0.56%,90509104.0,False
867,867,07/22/2015,210.93,211.77,210.89,211.37,-0.38,-0.18%,88667904.0,False
868,868,07/21/2015,212.43,212.74,211.39,211.75,-0.84,-0.40%,77965000.0,False
869,869,07/20/2015,212.75,213.18,212.21,212.59,0.11,+0.05%,70446800.0,True
870,870,07/17/2015,212.29,212.55,211.8,212.48,0.18,+0.08%,89029904.0,True
871,871,07/16/2015,211.87,212.3,211.58,212.3,1.69,+0.80%,106683200.0,True
872,872,07/15/2015,210.73,211.28,210.04,210.61,-0.07,-0.03%,97914096.0,False
873,873,07/14/2015,209.72,211.05,209.65,210.68,0.91,+0.43%,81709600.0,True
874,874,07/13/2015,208.99,209.9,208.94,209.77,2.29,+1.10%,106069400.0,True
875,875,07/10/2015,207.29,207.98,204.95,207.48,2.58,+1.26%,129456896.0,True
876,876,07/09/2015,207.04,207.35,204.77,204.9,0.37,+0.18%,144112992.0,True
877,877,07/08/2015,206.76,206.76,204.25,204.53,-3.49,-1.68%,164020000.0,False
878,878,07/07/2015,206.96,208.17,204.11,208.02,1.3,+0.63%,173820192.0,True
879,879,07/06/2015,205.77,207.65,205.53,206.72,-0.59,-0.28%,117975296.0,False
880,880,07/02/2015,208.07,208.27,206.81,207.31,-0.19,-0.09%,104373600.0,False
881,881,07/01/2015,207.73,208.03,206.56,207.5,1.65,+0.80%,135979808.0,True
882,882,06/30/2015,207.26,207.32,205.28,205.85,0.43,+0.21%,182925104.0,True
883,883,06/29/2015,208.05,209.83,205.33,205.42,-4.4,-2.10%,202621296.0,False
884,884,06/26/2015,210.29,210.58,209.16,209.82,-0.04,-0.02%,104174800.0,False
885,885,06/25/2015,211.11,211.25,209.77,209.86,-0.64,-0.30%,97107296.0,False
886,886,06/24/2015,211.72,212.17,210.47,210.5,-1.54,-0.73%,92307296.0,False
887,887,06/23/2015,212.14,212.44,211.57,212.04,0.15,+0.07%,68476800.0,True
888,888,06/22/2015,211.91,212.59,211.64,211.89,1.08,+0.51%,70696000.0,True
889,889,06/19/2015,211.46,211.55,210.36,210.81,-1.97,-0.93%,130478600.0,False
890,890,06/18/2015,211.31,213.34,210.63,212.78,2.19,+1.04%,165867904.0,True
891,891,06/17/2015,210.59,211.32,209.36,210.59,0.34,+0.16%,126708600.0,True
892,892,06/16/2015,208.93,210.35,208.72,210.25,1.14,+0.55%,85308200.0,True
893,893,06/15/2015,208.64,209.45,207.79,209.11,-0.9,-0.43%,124384200.0,False
894,894,06/12/2015,210.64,211.48,209.68,210.01,-1.62,-0.77%,137094496.0,False
895,895,06/11/2015,211.48,212.09,211.2,211.63,0.68,+0.32%,73876400.0,True
896,896,06/10/2015,209.37,211.41,209.3,210.95,2.5,+1.20%,134551296.0,True
897,897,06/09/2015,208.45,209.1,207.69,208.45,-0.03,-0.01%,105034896.0,False
898,898,06/08/2015,209.65,209.82,208.39,208.48,-1.29,-0.61%,89063296.0,False
