,Unnamed: 0,Time,Open,High,Low,Last,Change,%Chg,Volume,Classification
1266,1266,12/18/2013,178.92,181.73,177.32,181.7,3.05,+1.71%,234906592.0,True
1267,1267,12/17/2013,179.36,179.41,178.25,178.65,-0.57,-0.32%,89886200.0,False
1268,1268,12/16/2013,178.95,179.81,178.9,179.22,1.11,+0.62%,96194800.0,True
1269,1269,12/13/2013,178.5,178.66,177.77,178.11,-0.02,-0.01%,107807600.0,False
1270,1270,12/12/2013,178.64,178.86,177.76,178.13,-0.59,-0.33%,115564800.0,False
1271,1271,12/11/2013,180.81,180.85,178.5,178.72,-2.03,-1.12%,130590800.0,False
1272,1272,12/10/2013,180.98,181.36,180.64,180.75,-0.65,-0.36%,80976200.0,False
1273,1273,12/09/2013,181.47,181.67,181.16,181.4,0.46,+0.25%,70123600.0,True
1274,1274,12/06/2013,180.67,181.11,180.15,180.94,2.0,+1.12%,127727504.0,True
1275,1275,12/05/2013,179.41,179.74,178.77,178.94,-0.79,-0.44%,106934000.0,False
1276,1276,12/04/2013,179.1,180.48,178.35,179.73,-0.02,-0.01%,123032600.0,False
1277,1277,12/03/2013,179.94,180.39,179.17,179.75,-0.78,-0.43%,116563296.0,False
1278,1278,12/02/2013,181.09,181.43,180.25,180.53,-0.47,-0.26%,99725696.0,False
1279,1279,11/29/2013,181.32,181.75,180.8,181.0,-0.12,-0.07%,55870900.0,False
1280,1280,11/27/2013,180.87,181.24,180.65,181.12,0.44,+0.24%,58800000.0,True
1281,1281,11/26/2013,180.72,181.22,180.41,180.68,0.05,+0.03%,86993504.0,True
1282,1282,11/25/2013,181.13,181.17,180.37,180.63,-0.18,-0.10%,79485696.0,False
1283,1283,11/22/2013,179.98,180.83,179.77,180.81,0.9,+0.50%,81295800.0,True
1284,1284,11/21/2013,178.97,180.05,178.86,179.91,1.44,+0.81%,92841200.0,True
1285,1285,11/20/2013,179.39,179.93,177.98,178.47,-0.56,-0.31%,124908600.0,False
1286,1286,11/19/2013,179.33,179.87,178.72,179.03,-0.39,-0.22%,93891400.0,False
1287,1287,11/18/2013,180.35,180.5,179.02,179.42,-0.63,-0.35%,104796000.0,False
1288,1288,11/15/2013,179.56,180.12,179.33,180.05,0.78,+0.44%,102818096.0,True
1289,1289,11/14/2013,178.54,179.42,178.25,179.27,0.89,+0.50%,103435200.0,True
1290,1290,11/13/2013,176.09,178.43,176.09,178.38,1.42,+0.80%,103844200.0,True
1291,1291,11/12/2013,176.94,177.36,176.37,176.96,-0.36,-0.20%,83989600.0,False
1292,1292,11/11/2013,177.05,177.53,176.91,177.32,0.03,+0.02%,62614300.0,True
1293,1293,11/08/2013,174.87,177.31,174.85,177.29,2.36,+1.35%,136712608.0,True
1294,1294,11/07/2013,177.5,177.64,174.76,174.93,-2.24,-1.26%,157000400.0,False
1295,1295,11/06/2013,177.03,177.5,176.54,177.17,0.9,+0.51%,87347696.0,True
1296,1296,11/05/2013,176.14,176.75,175.57,176.27,-0.56,-0.32%,85824704.0,False
1297,1297,11/04/2013,176.69,176.9,175.98,176.83,0.62,+0.35%,85676704.0,True
1298,1298,11/01/2013,176.02,176.61,175.22,176.21,0.42,+0.24%,142804992.0,True
1299,1299,10/31/2013,176.15,176.89,175.53,175.79,-0.5,-0.28%,133780600.0,False
1300,1300,10/30/2013,177.38,177.51,175.66,176.29,-0.88,-0.50%,140001792.0,False
1301,1301,10/29/2013,176.63,177.24,176.38,177.17,0.94,+0.53%,87401296.0,True
1302,1302,10/28/2013,175.89,176.47,175.7,176.23,0.28,+0.16%,84979000.0,True
1303,1303,10/25/2013,175.51,176.0,175.17,175.95,0.8,+0.46%,93625400.0,True
1304,1304,10/24/2013,174.92,175.37,174.51,175.15,0.58,+0.33%,70350400.0,True
1305,1305,10/23/2013,174.81,174.89,173.96,174.57,-0.84,-0.48%,105484400.0,False
1306,1306,10/22/2013,174.91,175.93,174.43,175.41,1.01,+0.58%,126663200.0,True
1307,1307,10/21/2013,174.45,174.75,174.01,174.4,0.01,+0.01%,104103504.0,True
1308,1308,10/18/2013,173.86,174.51,173.51,174.39,1.17,+0.68%,138315600.0,True
1309,1309,10/17/2013,171.37,173.32,171.34,173.22,1.15,+0.67%,129389200.0,True
1310,1310,10/16/2013,170.72,172.16,170.63,172.07,2.37,+1.40%,161676096.0,True
1311,1311,10/15/2013,170.51,171.15,169.47,169.7,-1.24,-0.73%,155484496.0,False
1312,1312,10/14/2013,169.21,171.08,169.08,170.94,0.68,+0.40%,112106400.0,True
1313,1313,10/11/2013,168.91,170.32,168.77,170.26,1.09,+0.64%,105039696.0,True
1314,1314,10/10/2013,167.29,169.26,167.23,169.17,3.57,+2.16%,195954704.0,True
1315,1315,10/09/2013,165.8,166.2,164.53,165.6,0.12,+0.07%,168972800.0,True
1316,1316,10/08/2013,167.4,167.62,165.36,165.48,-1.95,-1.16%,178014800.0,False
1317,1317,10/07/2013,167.42,168.45,167.25,167.43,-1.46,-0.86%,96295104.0,False
1318,1318,10/04/2013,167.75,169.06,167.53,168.89,1.27,+0.76%,96878304.0,True
1319,1319,10/03/2013,168.79,168.94,166.84,167.62,-1.56,-0.92%,176698400.0,False
1320,1320,10/02/2013,168.35,169.34,167.83,169.18,-0.16,-0.09%,113349696.0,False
1321,1321,10/01/2013,168.14,169.5,167.97,169.34,1.33,+0.79%,127160400.0,True
1322,1322,09/30/2013,167.48,168.54,167.15,168.01,-0.9,-0.53%,143937408.0,False
1323,1323,09/27/2013,168.84,169.14,168.47,168.91,-0.78,-0.46%,99141200.0,False
1324,1324,09/26/2013,169.32,170.17,169.05,169.69,0.65,+0.38%,77146800.0,True
1325,1325,09/25/2013,169.64,169.98,168.89,169.04,-0.49,-0.29%,117306400.0,False
1326,1326,09/24/2013,169.9,170.53,169.21,169.53,-0.4,-0.24%,106333000.0,False
1327,1327,09/23/2013,170.49,170.65,169.39,169.93,-0.79,-0.46%,104616400.0,False
1328,1328,09/20/2013,172.33,172.33,170.58,170.72,-2.04,-1.18%,132867904.0,False
1329,1329,09/19/2013,173.52,173.6,172.59,172.76,-0.29,-0.17%,146616800.0,False
1330,1330,09/18/2013,171.01,173.52,170.58,173.05,1.98,+1.16%,203460608.0,True
1331,1331,09/17/2013,170.46,171.11,170.46,171.07,0.76,+0.45%,82523200.0,True
1332,1332,09/16/2013,171.16,171.24,170.04,170.31,0.98,+0.58%,126187504.0,True
1333,1333,09/13/2013,169.13,169.46,168.74,169.33,0.38,+0.22%,72727696.0,True
1334,1334,09/12/2013,169.34,169.56,168.72,168.95,-0.45,-0.27%,83208896.0,False
1335,1335,09/11/2013,168.64,169.4,168.35,169.4,0.53,+0.31%,94545800.0,True
1336,1336,09/10/2013,168.64,168.9,168.26,168.87,1.24,+0.74%,105847696.0,True
1337,1337,09/09/2013,166.45,167.73,166.45,167.63,1.59,+0.96%,87559200.0,True
1338,1338,09/06/2013,166.51,166.98,164.48,166.04,0.08,+0.05%,159756400.0,True
1339,1339,09/05/2013,165.85,166.4,165.73,165.96,0.21,+0.13%,63090400.0,True
1340,1340,09/04/2013,164.43,166.03,164.14,165.75,1.36,+0.83%,97389296.0,True
1341,1341,09/03/2013,165.23,165.58,163.7,164.39,0.74,+0.45%,142375008.0,True
1342,1342,08/30/2013,164.51,164.53,163.17,163.65,-0.52,-0.32%,134928896.0,False
1343,1343,08/29/2013,163.55,165.04,163.4,164.17,0.26,+0.16%,119200400.0,True
1344,1344,08/28/2013,163.26,164.49,163.05,163.91,0.58,+0.36%,108112896.0,True
1345,1345,08/27/2013,164.36,166.0,163.21,163.33,-2.67,-1.61%,158621696.0,False
1346,1346,08/26/2013,166.79,167.3,165.89,166.0,-0.62,-0.37%,89705000.0,False
1347,1347,08/23/2013,166.55,166.83,165.77,166.62,0.56,+0.34%,90893504.0,True
1348,1348,08/22/2013,164.9,166.3,164.89,166.06,1.5,+0.91%,101471296.0,True
1349,1349,08/21/2013,165.12,166.03,164.19,164.56,-1.02,-0.62%,159530400.0,False
1350,1350,08/20/2013,165.04,166.2,164.86,165.58,0.81,+0.49%,89294304.0,True
1351,1351,08/19/2013,165.64,166.21,164.76,164.77,-1.06,-0.64%,96437504.0,False
1352,1352,08/16/2013,166.06,166.63,165.5,165.83,-0.55,-0.33%,130868400.0,False
1353,1353,08/15/2013,167.41,167.43,166.09,166.38,-2.36,-1.40%,152931696.0,False
1354,1354,08/14/2013,169.53,169.8,168.7,168.74,-0.87,-0.51%,79829104.0,False
1355,1355,08/13/2013,169.41,169.9,168.41,169.61,0.5,+0.30%,80806000.0,True
1356,1356,08/12/2013,168.46,169.31,168.38,169.11,-0.2,-0.12%,68593200.0,False
1357,1357,08/09/2013,169.58,170.1,168.72,169.31,-0.49,-0.29%,91856400.0,False
1358,1358,08/08/2013,169.98,170.18,168.93,169.8,0.62,+0.37%,102181200.0,True
1359,1359,08/07/2013,169.19,169.43,168.55,169.18,-0.55,-0.32%,84854600.0,False
1360,1360,08/06/2013,170.37,170.74,169.35,169.73,-0.97,-0.57%,87494896.0,False
1361,1361,08/05/2013,170.57,170.96,170.35,170.7,-0.25,-0.15%,54072600.0,False
1362,1362,08/02/2013,170.28,170.97,170.05,170.95,0.29,+0.17%,91116600.0,True
1363,1363,08/01/2013,169.99,170.81,169.9,170.66,1.95,+1.16%,110438400.0,True
1364,1364,07/31/2013,168.94,169.85,168.49,168.71,0.12,+0.07%,142388608.0,True
1365,1365,07/30/2013,169.1,169.28,168.19,168.59,0.0,0.00%,85216896.0,False
1366,1366,07/29/2013,168.68,169.06,168.11,168.59,-0.52,-0.31%,79845104.0,False
1367,1367,07/26/2013,168.22,169.16,167.52,169.11,0.18,+0.11%,107814496.0,True
1368,1368,07/25/2013,168.22,169.08,167.94,168.93,0.41,+0.24%,111156496.0,True
1369,1369,07/24/2013,169.79,169.86,168.18,168.52,-0.62,-0.37%,112913904.0,False
1370,1370,07/23/2013,169.8,169.83,169.05,169.14,-0.36,-0.21%,80829600.0,False
1371,1371,07/22/2013,169.41,169.74,169.01,169.5,0.33,+0.20%,79428496.0,True
1372,1372,07/19/2013,168.52,169.23,168.31,169.17,0.3,+0.18%,103831400.0,True
1373,1373,07/18/2013,168.31,169.27,168.2,168.87,0.92,+0.55%,103620200.0,True
1374,1374,07/17/2013,168.16,168.48,167.73,167.95,0.42,+0.25%,92873800.0,True
1375,1375,07/16/2013,168.26,168.36,167.07,167.53,-0.63,-0.37%,88702000.0,False
1376,1376,07/15/2013,167.97,168.39,167.68,168.16,0.65,+0.39%,69450496.0,True
1377,1377,07/12/2013,167.39,167.93,167.13,167.51,0.07,+0.04%,104212600.0,True
1378,1378,07/11/2013,167.11,167.61,165.18,167.44,2.25,+1.36%,135592000.0,True
1379,1379,07/10/2013,164.97,165.75,164.63,165.19,0.06,+0.04%,121429600.0,True
1380,1380,07/09/2013,164.98,165.33,164.27,165.13,1.18,+0.72%,119297904.0,True
1381,1381,07/08/2013,163.86,164.39,163.08,163.95,0.93,+0.57%,108092400.0,True
1382,1382,07/05/2013,162.47,163.08,161.3,163.02,1.74,+1.08%,122409904.0,True
1383,1383,07/03/2013,160.48,161.77,160.22,161.28,0.07,+0.04%,75216304.0,True
1384,1384,07/02/2013,161.12,162.3,160.5,161.21,-0.15,-0.09%,154863600.0,False
1385,1385,07/01/2013,161.26,162.48,161.08,161.36,0.94,+0.59%,131954800.0,True
1386,1386,06/28/2013,160.63,161.4,159.86,160.42,-0.66,-0.41%,160402896.0,False
1387,1387,06/27/2013,161.1,161.82,160.95,161.08,0.94,+0.59%,129483600.0,True
1388,1388,06/26/2013,159.87,160.5,159.25,160.14,1.56,+0.98%,134847904.0,True
1389,1389,06/25/2013,158.48,160.1,157.42,158.58,1.52,+0.97%,162262000.0,True
1390,1390,06/24/2013,157.41,158.43,155.73,157.06,-2.01,-1.26%,222334704.0,False
1391,1391,06/21/2013,159.64,159.76,157.47,159.07,-0.33,-0.21%,271931904.0,False
1392,1392,06/20/2013,161.86,163.47,158.98,159.4,-4.05,-2.48%,321255808.0,False
1393,1393,06/19/2013,165.6,165.89,163.38,163.45,-2.29,-1.38%,206149408.0,False
1394,1394,06/18/2013,164.53,165.99,164.52,165.74,1.3,+0.79%,114695504.0,True
1395,1395,06/17/2013,164.29,165.22,163.22,164.44,1.26,+0.77%,136295504.0,True
1396,1396,06/14/2013,164.03,164.67,162.91,163.18,-1.03,-0.63%,141197296.0,False
1397,1397,06/13/2013,161.66,164.5,161.3,164.21,2.46,+1.52%,163587600.0,True
1398,1398,06/12/2013,164.22,164.39,161.6,161.75,-1.35,-0.83%,177056896.0,False
1399,1399,06/11/2013,163.3,164.54,162.74,163.1,-1.7,-1.03%,159505296.0,False
1400,1400,06/10/2013,165.31,165.4,164.37,164.8,0.0,0.00%,105667000.0,False
1401,1401,06/07/2013,163.85,164.95,163.14,164.8,2.07,+1.27%,188337696.0,True
1402,1402,06/06/2013,161.2,162.74,160.25,162.73,1.46,+0.91%,200225408.0,True
1403,1403,06/05/2013,163.09,163.42,161.13,161.27,-2.29,-1.40%,211737696.0,False
1404,1404,06/04/2013,164.44,165.1,162.73,163.56,-0.79,-0.48%,157631296.0,False
1405,1405,06/03/2013,163.83,164.46,162.66,164.35,0.9,+0.55%,168390592.0,True
1406,1406,05/31/2013,165.37,166.31,163.13,163.45,-2.38,-1.44%,176850000.0,False
1407,1407,05/30/2013,165.35,166.59,165.22,165.83,0.61,+0.37%,107793696.0,True
1408,1408,05/29/2013,165.42,165.8,164.34,165.22,-1.08,-0.65%,160363296.0,False
1409,1409,05/28/2013,167.04,167.78,165.81,166.3,0.99,+0.60%,143679600.0,True
1410,1410,05/24/2013,164.47,165.38,163.98,165.31,-0.14,-0.08%,151573792.0,False
1411,1411,05/23/2013,164.16,165.91,163.94,165.45,-0.48,-0.29%,211064192.0,False
1412,1412,05/22/2013,167.34,169.07,165.17,165.93,-1.24,-0.74%,244031696.0,False
1413,1413,05/21/2013,167.08,167.8,166.5,167.17,0.24,+0.14%,95804200.0,True
1414,1414,05/20/2013,166.78,167.58,166.61,166.93,-0.01,-0.01%,85071104.0,False
1415,1415,05/17/2013,165.95,167.04,165.73,166.94,1.6,+0.97%,129800896.0,True
1416,1416,05/16/2013,165.78,166.36,165.09,165.34,-0.78,-0.47%,109913504.0,False
1417,1417,05/15/2013,164.96,166.45,164.91,166.12,0.89,+0.54%,120683400.0,True
1418,1418,05/14/2013,163.67,165.35,163.67,165.23,1.69,+1.03%,119000800.0,True
1419,1419,05/13/2013,163.2,163.81,162.82,163.54,0.13,+0.08%,81843104.0,True
1420,1420,05/10/2013,162.99,163.55,162.51,163.41,0.53,+0.33%,103202800.0,True
1421,1421,05/09/2013,163.27,163.7,162.47,162.88,-0.46,-0.28%,106738496.0,False
1422,1422,05/08/2013,162.42,163.39,162.33,163.34,0.74,+0.46%,97419104.0,True
1423,1423,05/07/2013,162.13,162.65,161.67,162.6,0.82,+0.51%,90359104.0,True
1424,1424,05/06/2013,161.49,162.01,161.42,161.78,0.41,+0.25%,66882100.0,True
1425,1425,05/03/2013,161.14,161.88,159.78,161.37,1.62,+1.01%,144202096.0,True
1426,1426,05/02/2013,158.68,159.89,158.53,159.75,1.47,+0.93%,96407504.0,True
1427,1427,05/01/2013,159.33,159.41,158.1,158.28,-1.4,-0.88%,138855104.0,False
1428,1428,04/30/2013,159.27,159.72,158.61,159.68,0.38,+0.24%,116010600.0,True
1429,1429,04/29/2013,158.66,159.65,158.42,159.3,1.06,+0.67%,88545696.0,True
1430,1430,04/26/2013,158.33,158.6,157.73,158.24,-0.28,-0.18%,95917400.0,False
1431,1431,04/25/2013,158.34,159.27,158.1,158.52,0.64,+0.41%,131060496.0,True
1432,1432,04/24/2013,157.83,158.3,157.54,157.88,0.1,+0.06%,96781104.0,True
1433,1433,04/23/2013,156.95,157.93,156.17,157.78,1.61,+1.03%,166141200.0,True
1434,1434,04/22/2013,155.78,156.54,154.75,156.17,0.69,+0.44%,106553400.0,True
1435,1435,04/19/2013,154.5,155.55,154.12,155.48,1.34,+0.87%,149687504.0,True
1436,1436,04/18/2013,155.37,155.41,153.55,154.14,-0.97,-0.63%,167583008.0,False
1437,1437,04/17/2013,156.29,156.32,154.28,155.11,-2.3,-1.46%,226834704.0,False
1438,1438,04/16/2013,156.29,157.49,155.91,157.41,2.29,+1.48%,147507808.0,True
1439,1439,04/15/2013,158.0,158.13,155.1,155.12,-3.68,-2.32%,217259008.0,False
1440,1440,04/12/2013,158.68,159.04,157.92,158.8,-0.39,-0.24%,116359800.0,False
1441,1441,04/11/2013,158.7,159.71,158.54,159.19,0.52,+0.33%,110142400.0,True
1442,1442,04/10/2013,157.17,158.87,157.13,158.67,1.92,+1.22%,135711008.0,True
1443,1443,04/09/2013,156.5,157.32,155.98,156.75,0.54,+0.35%,101922096.0,True
1444,1444,04/08/2013,155.27,156.22,154.75,156.21,1.05,+0.68%,86571104.0,True
1445,1445,04/05/2013,153.95,155.35,153.77,155.16,-0.7,-0.45%,159661696.0,False
1446,1446,04/04/2013,155.43,156.17,155.09,155.86,0.63,+0.41%,131884896.0,True
1447,1447,04/03/2013,156.91,157.03,154.82,155.23,-1.59,-1.01%,154167296.0,False
1448,1448,04/02/2013,156.61,157.21,156.37,156.82,0.77,+0.49%,101504200.0,True
1449,1449,04/01/2013,156.59,156.91,155.67,156.05,-0.62,-0.40%,99194000.0,False
1450,1450,03/28/2013,156.09,156.85,155.75,156.67,0.48,+0.31%,102932704.0,True
1451,1451,03/27/2013,155.26,156.25,155.0,156.19,0.0,0.00%,99950496.0,False
1452,1452,03/26/2013,155.59,156.23,155.42,156.19,1.24,+0.80%,86856496.0,True
1453,1453,03/25/2013,156.01,156.27,154.35,154.95,-0.65,-0.42%,151322208.0,False
1454,1454,03/22/2013,154.85,155.6,154.73,155.6,1.24,+0.80%,111163504.0,True
1455,1455,03/21/2013,154.76,155.64,154.1,154.36,-1.33,-0.85%,128604096.0,False
1456,1456,03/20/2013,155.52,155.95,155.26,155.69,1.08,+0.70%,113759200.0,True
1457,1457,03/19/2013,155.3,155.51,153.59,154.61,-0.36,-0.23%,167567200.0,False
1458,1458,03/18/2013,154.34,155.64,154.2,154.97,-0.86,-0.55%,126704200.0,False
1459,1459,03/15/2013,155.85,156.04,155.31,155.83,-0.9,-0.57%,138601104.0,False
1460,1460,03/14/2013,156.31,156.8,155.91,156.73,0.82,+0.53%,126329800.0,True
1461,1461,03/13/2013,155.76,156.12,155.23,155.91,0.23,+0.15%,92550800.0,True
1462,1462,03/12/2013,155.92,156.1,155.21,155.68,-0.35,-0.22%,105755696.0,False
1463,1463,03/11/2013,155.33,156.04,155.13,156.03,0.59,+0.38%,83746704.0,True
1464,1464,03/08/2013,155.46,155.65,154.66,155.44,0.66,+0.43%,123487600.0,True
1465,1465,03/07/2013,154.7,154.98,154.52,154.78,0.28,+0.18%,86101296.0,True
1466,1466,03/06/2013,154.84,154.92,154.16,154.5,0.21,+0.14%,94469800.0,True
1467,1467,03/05/2013,153.66,154.7,153.64,154.29,1.37,+0.90%,121663000.0,True
1468,1468,03/04/2013,151.76,152.92,151.52,152.92,0.81,+0.53%,99009600.0,True
1469,1469,03/01/2013,151.09,152.34,150.41,152.11,0.5,+0.33%,170634704.0,True
1470,1470,02/28/2013,151.9,152.87,151.41,151.61,-0.3,-0.20%,126865800.0,False
1471,1471,02/27/2013,149.89,152.33,149.76,151.91,1.89,+1.26%,150781792.0,True
1472,1472,02/26/2013,149.72,150.2,148.73,150.02,1.02,+0.68%,186596096.0,True
1473,1473,02/25/2013,152.63,152.86,149.0,149.0,-2.89,-1.90%,245824800.0,False
1474,1474,02/22/2013,151.15,151.89,150.49,151.89,1.47,+0.98%,106356496.0,True
1475,1475,02/21/2013,150.96,151.42,149.94,150.42,-0.92,-0.61%,183256896.0,False
1476,1476,02/20/2013,153.14,153.19,151.26,151.34,-1.91,-1.25%,160574704.0,False
1477,1477,02/19/2013,152.37,153.28,152.16,153.25,1.14,+0.75%,95105400.0,True
1478,1478,02/15/2013,152.43,152.59,151.55,152.11,-0.18,-0.12%,215226400.0,False
1479,1479,02/14/2013,151.69,152.47,151.52,152.29,0.14,+0.09%,80834200.0,True
1480,1480,02/13/2013,152.33,152.61,151.72,152.15,0.13,+0.09%,82322496.0,True
1481,1481,02/12/2013,151.78,152.3,151.61,152.02,0.25,+0.16%,65392600.0,True
1482,1482,02/11/2013,151.74,151.9,151.39,151.77,-0.03,-0.02%,73774896.0,False
1483,1483,02/08/2013,151.22,151.89,151.22,151.8,0.84,+0.56%,103133600.0,True
1484,1484,02/07/2013,151.21,151.35,149.86,150.96,-0.2,-0.13%,162489904.0,False
1485,1485,02/06/2013,150.52,151.26,150.41,151.16,0.11,+0.07%,138762704.0,True
1486,1486,02/05/2013,150.35,151.48,150.29,151.05,1.51,+1.01%,113912304.0,True
1487,1487,02/04/2013,150.32,151.27,149.43,149.54,-1.7,-1.12%,159073504.0,False
1488,1488,02/01/2013,150.65,151.42,150.39,151.24,1.54,+1.03%,131173000.0,True
1489,1489,01/31/2013,149.89,150.38,149.6,149.7,-0.37,-0.25%,108975800.0,False
1490,1490,01/30/2013,150.64,150.94,149.93,150.07,-0.59,-0.39%,137447600.0,False
1491,1491,01/29/2013,149.77,150.85,149.67,150.66,0.59,+0.39%,105694304.0,True
1492,1492,01/28/2013,150.29,150.33,149.51,150.07,-0.18,-0.12%,113357600.0,False
1493,1493,01/25/2013,149.88,150.25,149.37,150.25,0.84,+0.56%,147216000.0,True
1494,1494,01/24/2013,149.15,150.14,149.01,149.41,0.04,+0.03%,146426304.0,True
1495,1495,01/23/2013,149.13,149.5,148.86,149.37,0.24,+0.16%,104596000.0,True
1496,1496,01/22/2013,148.33,149.13,147.98,149.13,0.8,+0.54%,111797200.0,True
1497,1497,01/18/2013,147.97,148.49,147.43,148.33,0.33,+0.22%,169905904.0,True
1498,1498,01/17/2013,147.7,148.42,147.14,148.0,0.95,+0.65%,133833400.0,True
1499,1499,01/16/2013,146.77,147.28,146.61,147.05,-0.02,-0.01%,104849400.0,False
1500,1500,01/15/2013,146.29,147.21,146.2,147.07,0.1,+0.07%,93172496.0,True
1501,1501,01/14/2013,146.89,147.07,146.43,146.97,-0.1,-0.07%,89567104.0,False
1502,1502,01/11/2013,147.05,147.15,146.61,147.07,-0.01,-0.01%,113917200.0,False
1503,1503,01/10/2013,146.73,147.09,145.97,147.08,1.16,+0.79%,130735296.0,True
1504,1504,01/09/2013,145.87,146.32,145.64,145.92,0.37,+0.25%,90745504.0,True
1505,1505,01/08/2013,145.71,145.91,144.98,145.55,-0.42,-0.29%,121265000.0,False
1506,1506,01/07/2013,145.85,146.44,145.43,145.97,-0.4,-0.27%,110002496.0,False
1507,1507,01/04/2013,145.97,146.61,145.67,146.37,0.64,+0.44%,116817600.0,True
1508,1508,01/03/2013,145.99,146.37,145.34,145.73,-0.33,-0.23%,144761696.0,False
1509,1509,01/02/2013,145.11,146.15,144.73,146.06,3.65,+2.56%,192058896.0,True
1510,1510,12/31/2012,139.66,142.56,139.54,142.41,2.38,+1.70%,243952096.0,True
1511,1511,12/28/2012,140.64,141.42,139.87,140.03,-1.53,-1.08%,148806592.0,False
1512,1512,12/27/2012,141.79,142.08,139.92,141.56,-0.19,-0.13%,167920608.0,False
1513,1513,12/26/2012,142.64,142.71,141.35,141.75,-0.6,-0.42%,106947600.0,False
1514,1514,12/24/2012,142.48,142.56,142.19,142.35,-0.44,-0.31%,53874500.0,False
1515,1515,12/21/2012,142.17,144.09,141.94,142.79,-2.33,-1.61%,245883808.0,False
1516,1516,12/20/2012,144.38,145.14,143.98,145.12,0.83,+0.58%,168486896.0,True
1517,1517,12/19/2012,145.53,145.58,144.24,144.29,-1.08,-0.74%,150895296.0,False
1518,1518,12/18/2012,144.0,145.5,143.79,145.37,1.6,+1.11%,177762704.0,True
1519,1519,12/17/2012,142.47,143.85,142.43,143.77,1.66,+1.17%,143735696.0,True
1520,1520,12/14/2012,142.32,142.58,141.88,142.11,-0.52,-0.36%,137701600.0,False
1521,1521,12/13/2012,143.42,143.83,142.28,142.63,-0.88,-0.61%,135714896.0,False
1522,1522,12/12/2012,144.0,144.55,143.31,143.51,0.07,+0.05%,145880000.0,True
1523,1523,12/11/2012,143.06,144.11,142.99,143.44,0.97,+0.68%,152570304.0,True
1524,1524,12/10/2012,142.21,142.81,142.15,142.47,0.05,+0.04%,98840600.0,True
1525,1525,12/07/2012,142.53,142.69,141.67,142.42,0.44,+0.31%,108726304.0,True
1526,1526,12/06/2012,141.37,142.04,141.16,141.98,0.48,+0.34%,103220496.0,True
1527,1527,12/05/2012,141.37,142.16,140.37,141.5,0.25,+0.18%,147300400.0,True
1528,1528,12/04/2012,141.44,141.87,140.87,141.25,-0.2,-0.14%,127622496.0,False
1529,1529,12/03/2012,142.8,142.92,141.34,141.45,-0.71,-0.50%,124656200.0,False
1530,1530,11/30/2012,142.14,142.42,141.66,142.16,0.04,+0.03%,136568192.0,True
1531,1531,11/29/2012,141.99,142.51,141.37,142.12,0.66,+0.47%,151085792.0,True
1532,1532,11/28/2012,139.76,141.54,139.0,141.46,1.13,+0.81%,177086400.0,True
1533,1533,11/27/2012,140.91,141.39,140.24,140.33,-0.72,-0.51%,128646096.0,False
1534,1534,11/26/2012,140.65,141.36,140.19,141.05,-0.3,-0.21%,100124304.0,False
1535,1535,11/23/2012,140.13,141.4,140.04,141.35,1.9,+1.36%,65409100.0,True
1536,1536,11/21/2012,139.31,139.57,139.03,139.45,0.26,+0.19%,81710704.0,True
1537,1537,11/20/2012,138.91,139.42,138.08,139.19,0.06,+0.04%,119807296.0,True
1538,1538,11/19/2012,137.9,139.15,136.41,139.13,2.76,+2.02%,151495696.0,True
1539,1539,11/16/2012,135.9,136.64,134.7,136.37,0.67,+0.49%,239483808.0,True
1540,1540,11/15/2012,135.98,136.49,135.18,135.7,-0.23,-0.17%,178128304.0,False
1541,1541,11/14/2012,138.21,138.43,135.62,135.93,-1.86,-1.35%,191504896.0,False
1542,1542,11/13/2012,137.54,139.25,137.36,137.79,-0.48,-0.35%,123018200.0,False
1543,1543,11/12/2012,138.59,138.81,137.96,138.27,0.11,+0.08%,97677400.0,True
1544,1544,11/09/2012,137.62,139.44,137.55,138.16,0.12,+0.09%,201055200.0,True
1545,1545,11/08/2012,139.7,140.41,137.93,138.04,-1.68,-1.20%,181517200.0,False
1546,1546,11/07/2012,141.66,141.68,139.06,139.72,-3.24,-2.27%,264304400.0,False
1547,1547,11/06/2012,142.28,143.52,142.13,142.96,1.11,+0.78%,107068096.0,True
1548,1548,11/05/2012,141.35,142.17,140.93,141.85,0.29,+0.20%,98378400.0,True
1549,1549,11/02/2012,143.68,143.72,141.41,141.56,-1.27,-0.89%,137702096.0,False
1550,1550,11/01/2012,141.65,143.01,141.52,142.83,1.48,+1.05%,100995504.0,True
1551,1551,10/31/2012,141.85,142.03,140.68,141.35,0.0,0.00%,103438496.0,False
1552,1552,10/26/2012,141.3,141.84,140.39,141.35,-0.08,-0.06%,146023392.0,False
1553,1553,10/25/2012,142.02,142.28,140.57,141.43,0.41,+0.29%,134457296.0,True
1554,1554,10/24/2012,141.93,142.1,140.8,141.02,-0.4,-0.28%,120179200.0,False
1555,1555,10/23/2012,141.86,142.06,140.83,141.42,-1.99,-1.39%,192056192.0,False
1556,1556,10/22/2012,143.15,143.67,142.28,143.41,0.02,+0.01%,125578600.0,True
1557,1557,10/19/2012,145.55,145.56,143.05,143.39,-2.43,-1.67%,185645104.0,False
1558,1558,10/18/2012,145.82,146.52,145.33,145.82,-0.38,-0.26%,148108400.0,False
1559,1559,10/17/2012,145.64,146.32,145.42,146.2,0.66,+0.45%,128834000.0,True
