,STATION,NAME,DATE,AWND,PRCP,TAVG,TMAX,TMIN
0,USW00014732,"LAGUARDIA AIRPORT, NY US",01/01/2009,19.01,0.0,,27,16
1,USW00014732,"LAGUARDIA AIRPORT, NY US",01/02/2009,9.84,0.0,,36,24
2,USW00014732,"LAGUARDIA AIRPORT, NY US",01/03/2009,19.24,0.0,,39,30
3,USW00014732,"LAGUARDIA AIRPORT, NY US",01/04/2009,10.96,0.0,,43,26
4,USW00014732,"LAGUARDIA AIRPORT, NY US",01/05/2009,10.96,0.0,,44,39
5,USW00014732,"LAGUARDIA AIRPORT, NY US",01/06/2009,10.29,0.06,,39,31
6,USW00014732,"LAGUARDIA AIRPORT, NY US",01/07/2009,12.75,1.11,,40,32
7,USW00014732,"LAGUARDIA AIRPORT, NY US",01/08/2009,21.03,0.0,,39,30
8,USW00014732,"LAGUARDIA AIRPORT, NY US",01/09/2009,18.79,0.0,,33,27
9,USW00014732,"LAGUARDIA AIRPORT, NY US",01/10/2009,10.51,0.06,,30,24
10,USW00014732,"LAGUARDIA AIRPORT, NY US",01/11/2009,10.29,0.16,,32,26
11,USW00014732,"LAGUARDIA AIRPORT, NY US",01/12/2009,10.07,0.0,,34,23
12,USW00014732,"LAGUARDIA AIRPORT, NY US",01/13/2009,7.83,0.0,,41,29
13,USW00014732,"LAGUARDIA AIRPORT, NY US",01/14/2009,14.32,0.0,,37,18
14,USW00014732,"LAGUARDIA AIRPORT, NY US",01/15/2009,12.08,0.06,,23,17
15,USW00014732,"LAGUARDIA AIRPORT, NY US",01/16/2009,15.21,0.0,,18,11
16,USW00014732,"LAGUARDIA AIRPORT, NY US",01/17/2009,8.05,0.0,,22,8
17,USW00014732,"LAGUARDIA AIRPORT, NY US",01/18/2009,6.93,0.19,,33,22
18,USW00014732,"LAGUARDIA AIRPORT, NY US",01/19/2009,4.7,0.08,,33,26
19,USW00014732,"LAGUARDIA AIRPORT, NY US",01/20/2009,12.3,0.0,,30,22
20,USW00014732,"LAGUARDIA AIRPORT, NY US",01/21/2009,13.87,0.0,,28,19
21,USW00014732,"LAGUARDIA AIRPORT, NY US",01/22/2009,12.75,0.0,,37,22
22,USW00014732,"LAGUARDIA AIRPORT, NY US",01/23/2009,7.83,0.0,,45,28
23,USW00014732,"LAGUARDIA AIRPORT, NY US",01/24/2009,18.79,0.0,,47,18
24,USW00014732,"LAGUARDIA AIRPORT, NY US",01/25/2009,10.51,0.0,,28,15
25,USW00014732,"LAGUARDIA AIRPORT, NY US",01/26/2009,8.05,0.0,,30,20
26,USW00014732,"LAGUARDIA AIRPORT, NY US",01/27/2009,8.05,0.0,,31,26
27,USW00014732,"LAGUARDIA AIRPORT, NY US",01/28/2009,13.65,0.91,,42,24
28,USW00014732,"LAGUARDIA AIRPORT, NY US",01/29/2009,14.32,0.0,,37,27
29,USW00014732,"LAGUARDIA AIRPORT, NY US",01/30/2009,10.96,0.0,,35,28
30,USW00014732,"LAGUARDIA AIRPORT, NY US",01/31/2009,16.11,0.0,,28,21
31,USW00014732,"LAGUARDIA AIRPORT, NY US",02/01/2009,10.29,0.0,,53,28
32,USW00014732,"LAGUARDIA AIRPORT, NY US",02/02/2009,7.38,0.0,,52,33
33,USW00014732,"LAGUARDIA AIRPORT, NY US",02/03/2009,12.3,0.25,,37,26
34,USW00014732,"LAGUARDIA AIRPORT, NY US",02/04/2009,13.2,0.0,,31,18
35,USW00014732,"LAGUARDIA AIRPORT, NY US",02/05/2009,16.55,0.0,,24,14
36,USW00014732,"LAGUARDIA AIRPORT, NY US",02/06/2009,7.61,0.0,,32,17
37,USW00014732,"LAGUARDIA AIRPORT, NY US",02/07/2009,6.26,0.0,,49,24
38,USW00014732,"LAGUARDIA AIRPORT, NY US",02/08/2009,16.11,0.0,,59,38
39,USW00014732,"LAGUARDIA AIRPORT, NY US",02/09/2009,9.17,0.0,,46,35
40,USW00014732,"LAGUARDIA AIRPORT, NY US",02/10/2009,5.59,0.0,,50,33
41,USW00014732,"LAGUARDIA AIRPORT, NY US",02/11/2009,6.49,0.01,,63,38
42,USW00014732,"LAGUARDIA AIRPORT, NY US",02/12/2009,25.28,0.07,,57,44
43,USW00014732,"LAGUARDIA AIRPORT, NY US",02/13/2009,20.8,0.0,,44,32
44,USW00014732,"LAGUARDIA AIRPORT, NY US",02/14/2009,12.08,0.0,,41,29
45,USW00014732,"LAGUARDIA AIRPORT, NY US",02/15/2009,13.2,0.0,,42,30
46,USW00014732,"LAGUARDIA AIRPORT, NY US",02/16/2009,10.07,0.0,,40,29
47,USW00014732,"LAGUARDIA AIRPORT, NY US",02/17/2009,8.5,0.0,,41,26
48,USW00014732,"LAGUARDIA AIRPORT, NY US",02/18/2009,10.51,0.4,,43,32
49,USW00014732,"LAGUARDIA AIRPORT, NY US",02/19/2009,15.66,0.03,,50,28
50,USW00014732,"LAGUARDIA AIRPORT, NY US",02/20/2009,21.47,0.0,,34,24
51,USW00014732,"LAGUARDIA AIRPORT, NY US",02/21/2009,14.32,0.0,,42,28
52,USW00014732,"LAGUARDIA AIRPORT, NY US",02/22/2009,12.75,0.07,,43,32
53,USW00014732,"LAGUARDIA AIRPORT, NY US",02/23/2009,22.82,0.0,,34,25
54,USW00014732,"LAGUARDIA AIRPORT, NY US",02/24/2009,17.67,0.0,,37,23
55,USW00014732,"LAGUARDIA AIRPORT, NY US",02/25/2009,7.61,0.0,,41,26
56,USW00014732,"LAGUARDIA AIRPORT, NY US",02/26/2009,6.71,0.0,,50,35
57,USW00014732,"LAGUARDIA AIRPORT, NY US",02/27/2009,12.08,0.04,,58,40
58,USW00014732,"LAGUARDIA AIRPORT, NY US",02/28/2009,14.76,0.0,,54,32
59,USW00014732,"LAGUARDIA AIRPORT, NY US",03/01/2009,13.65,0.14,,35,28
60,USW00014732,"LAGUARDIA AIRPORT, NY US",03/02/2009,19.24,0.38,,28,18
61,USW00014732,"LAGUARDIA AIRPORT, NY US",03/03/2009,18.12,0.0,,28,14
62,USW00014732,"LAGUARDIA AIRPORT, NY US",03/04/2009,11.41,0.0,,35,19
63,USW00014732,"LAGUARDIA AIRPORT, NY US",03/05/2009,7.61,0.0,,43,28
64,USW00014732,"LAGUARDIA AIRPORT, NY US",03/06/2009,9.17,0.0,,54,38
65,USW00014732,"LAGUARDIA AIRPORT, NY US",03/07/2009,6.93,0.0,,69,46
66,USW00014732,"LAGUARDIA AIRPORT, NY US",03/08/2009,9.84,0.0,,62,44
67,USW00014732,"LAGUARDIA AIRPORT, NY US",03/09/2009,10.51,0.1,,46,37
68,USW00014732,"LAGUARDIA AIRPORT, NY US",03/10/2009,8.28,0.0,,46,37
69,USW00014732,"LAGUARDIA AIRPORT, NY US",03/11/2009,11.41,0.0,,59,41
70,USW00014732,"LAGUARDIA AIRPORT, NY US",03/12/2009,15.21,0.0,,44,32
71,USW00014732,"LAGUARDIA AIRPORT, NY US",03/13/2009,9.17,0.0,,38,27
72,USW00014732,"LAGUARDIA AIRPORT, NY US",03/14/2009,5.82,0.0,,50,34
73,USW00014732,"LAGUARDIA AIRPORT, NY US",03/15/2009,4.03,0.0,,53,42
74,USW00014732,"LAGUARDIA AIRPORT, NY US",03/16/2009,8.95,0.0,,46,38
75,USW00014732,"LAGUARDIA AIRPORT, NY US",03/17/2009,10.29,0.0,,52,36
76,USW00014732,"LAGUARDIA AIRPORT, NY US",03/18/2009,9.84,0.0,,61,40
77,USW00014732,"LAGUARDIA AIRPORT, NY US",03/19/2009,7.38,0.12,,50,41
78,USW00014732,"LAGUARDIA AIRPORT, NY US",03/20/2009,10.74,0.01,,44,33
79,USW00014732,"LAGUARDIA AIRPORT, NY US",03/21/2009,8.95,0.0,,47,32
80,USW00014732,"LAGUARDIA AIRPORT, NY US",03/22/2009,12.75,0.0,,53,36
81,USW00014732,"LAGUARDIA AIRPORT, NY US",03/23/2009,15.88,0.0,,42,30
82,USW00014732,"LAGUARDIA AIRPORT, NY US",03/24/2009,14.99,0.0,,47,29
83,USW00014732,"LAGUARDIA AIRPORT, NY US",03/25/2009,8.28,0.0,,52,36
84,USW00014732,"LAGUARDIA AIRPORT, NY US",03/26/2009,8.5,0.38,,45,40
85,USW00014732,"LAGUARDIA AIRPORT, NY US",03/27/2009,7.16,0.0,,63,43
86,USW00014732,"LAGUARDIA AIRPORT, NY US",03/28/2009,11.41,0.05,,53,42
87,USW00014732,"LAGUARDIA AIRPORT, NY US",03/29/2009,12.08,0.28,,52,42
88,USW00014732,"LAGUARDIA AIRPORT, NY US",03/30/2009,19.69,0.0,,51,42
89,USW00014732,"LAGUARDIA AIRPORT, NY US",03/31/2009,10.51,0.0,,60,40
90,USW00014732,"LAGUARDIA AIRPORT, NY US",04/01/2009,11.41,0.29,,50,42
91,USW00014732,"LAGUARDIA AIRPORT, NY US",04/02/2009,8.95,0.02,,59,42
92,USW00014732,"LAGUARDIA AIRPORT, NY US",04/03/2009,14.09,0.87,,61,44
93,USW00014732,"LAGUARDIA AIRPORT, NY US",04/04/2009,22.15,0.0,,55,48
94,USW00014732,"LAGUARDIA AIRPORT, NY US",04/05/2009,13.87,0.0,,66,45
95,USW00014732,"LAGUARDIA AIRPORT, NY US",04/06/2009,10.51,0.59,,51,44
96,USW00014732,"LAGUARDIA AIRPORT, NY US",04/07/2009,17.45,0.0,,50,40
97,USW00014732,"LAGUARDIA AIRPORT, NY US",04/08/2009,11.41,0.0,,49,37
98,USW00014732,"LAGUARDIA AIRPORT, NY US",04/09/2009,8.5,0.0,,61,38
99,USW00014732,"LAGUARDIA AIRPORT, NY US",04/10/2009,8.95,0.03,,58,46
100,USW00014732,"LAGUARDIA AIRPORT, NY US",04/11/2009,14.09,0.52,,50,43
101,USW00014732,"LAGUARDIA AIRPORT, NY US",04/12/2009,19.01,0.0,,48,38
102,USW00014732,"LAGUARDIA AIRPORT, NY US",04/13/2009,11.41,0.0,,57,36
103,USW00014732,"LAGUARDIA AIRPORT, NY US",04/14/2009,12.53,0.12,,53,43
104,USW00014732,"LAGUARDIA AIRPORT, NY US",04/15/2009,12.75,0.22,,54,43
105,USW00014732,"LAGUARDIA AIRPORT, NY US",04/16/2009,8.95,0.0,,62,44
106,USW00014732,"LAGUARDIA AIRPORT, NY US",04/17/2009,6.71,0.0,,69,44
107,USW00014732,"LAGUARDIA AIRPORT, NY US",04/18/2009,10.51,0.0,,78,56
108,USW00014732,"LAGUARDIA AIRPORT, NY US",04/19/2009,10.29,0.0,,61,47
109,USW00014732,"LAGUARDIA AIRPORT, NY US",04/20/2009,17.0,1.89,,51,43
110,USW00014732,"LAGUARDIA AIRPORT, NY US",04/21/2009,8.72,0.09,,56,47
111,USW00014732,"LAGUARDIA AIRPORT, NY US",04/22/2009,7.83,0.05,,57,49
112,USW00014732,"LAGUARDIA AIRPORT, NY US",04/23/2009,15.21,0.0,,57,45
113,USW00014732,"LAGUARDIA AIRPORT, NY US",04/24/2009,8.5,0.0,,69,45
114,USW00014732,"LAGUARDIA AIRPORT, NY US",04/25/2009,8.95,0.0,,88,50
115,USW00014732,"LAGUARDIA AIRPORT, NY US",04/26/2009,8.28,0.0,,91,63
116,USW00014732,"LAGUARDIA AIRPORT, NY US",04/27/2009,10.51,0.0,,79,53
117,USW00014732,"LAGUARDIA AIRPORT, NY US",04/28/2009,14.76,0.0,,89,68
118,USW00014732,"LAGUARDIA AIRPORT, NY US",04/29/2009,12.3,0.0,,68,50
119,USW00014732,"LAGUARDIA AIRPORT, NY US",04/30/2009,8.5,0.0,,61,46
120,USW00014732,"LAGUARDIA AIRPORT, NY US",05/01/2009,10.74,0.51,,72,54
121,USW00014732,"LAGUARDIA AIRPORT, NY US",05/02/2009,8.05,0.07,,67,56
122,USW00014732,"LAGUARDIA AIRPORT, NY US",05/03/2009,6.49,0.29,,58,53
123,USW00014732,"LAGUARDIA AIRPORT, NY US",05/04/2009,8.05,0.24,,56,51
124,USW00014732,"LAGUARDIA AIRPORT, NY US",05/05/2009,11.63,0.37,,56,51
125,USW00014732,"LAGUARDIA AIRPORT, NY US",05/06/2009,8.05,0.68,,65,49
126,USW00014732,"LAGUARDIA AIRPORT, NY US",05/07/2009,8.28,0.7,,73,52
127,USW00014732,"LAGUARDIA AIRPORT, NY US",05/08/2009,7.38,0.0,,74,56
128,USW00014732,"LAGUARDIA AIRPORT, NY US",05/09/2009,8.5,0.41,,78,57
129,USW00014732,"LAGUARDIA AIRPORT, NY US",05/10/2009,16.78,0.0,,70,55
130,USW00014732,"LAGUARDIA AIRPORT, NY US",05/11/2009,9.84,0.0,,66,51
131,USW00014732,"LAGUARDIA AIRPORT, NY US",05/12/2009,8.05,0.0,,68,52
132,USW00014732,"LAGUARDIA AIRPORT, NY US",05/13/2009,9.62,0.0,,68,51
133,USW00014732,"LAGUARDIA AIRPORT, NY US",05/14/2009,15.66,0.05,,66,57
134,USW00014732,"LAGUARDIA AIRPORT, NY US",05/15/2009,7.38,0.0,,74,58
135,USW00014732,"LAGUARDIA AIRPORT, NY US",05/16/2009,9.4,0.05,,71,58
136,USW00014732,"LAGUARDIA AIRPORT, NY US",05/17/2009,13.2,0.02,,64,53
137,USW00014732,"LAGUARDIA AIRPORT, NY US",05/18/2009,8.28,0.0,,59,50
138,USW00014732,"LAGUARDIA AIRPORT, NY US",05/19/2009,8.05,0.0,,69,50
139,USW00014732,"LAGUARDIA AIRPORT, NY US",05/20/2009,7.61,0.0,,81,53
140,USW00014732,"LAGUARDIA AIRPORT, NY US",05/21/2009,10.29,0.0,,81,64
141,USW00014732,"LAGUARDIA AIRPORT, NY US",05/22/2009,9.4,0.0,,86,63
142,USW00014732,"LAGUARDIA AIRPORT, NY US",05/23/2009,12.53,0.0,,76,59
143,USW00014732,"LAGUARDIA AIRPORT, NY US",05/24/2009,7.83,0.0,,84,57
144,USW00014732,"LAGUARDIA AIRPORT, NY US",05/25/2009,9.17,0.0,,81,64
145,USW00014732,"LAGUARDIA AIRPORT, NY US",05/26/2009,14.09,0.0,,66,53
146,USW00014732,"LAGUARDIA AIRPORT, NY US",05/27/2009,9.84,0.0,,60,52
147,USW00014732,"LAGUARDIA AIRPORT, NY US",05/28/2009,11.18,0.06,,59,56
148,USW00014732,"LAGUARDIA AIRPORT, NY US",05/29/2009,8.5,0.52,,74,55
149,USW00014732,"LAGUARDIA AIRPORT, NY US",05/30/2009,9.62,0.0,,78,63
150,USW00014732,"LAGUARDIA AIRPORT, NY US",05/31/2009,11.41,0.0,,82,58
151,USW00014732,"LAGUARDIA AIRPORT, NY US",06/01/2009,11.18,0.0,,69,53
152,USW00014732,"LAGUARDIA AIRPORT, NY US",06/02/2009,7.61,0.01,,80,63
153,USW00014732,"LAGUARDIA AIRPORT, NY US",06/03/2009,7.61,0.42,,73,54
154,USW00014732,"LAGUARDIA AIRPORT, NY US",06/04/2009,6.26,0.48,,69,54
155,USW00014732,"LAGUARDIA AIRPORT, NY US",06/05/2009,11.86,0.66,,62,55
156,USW00014732,"LAGUARDIA AIRPORT, NY US",06/06/2009,6.93,0.0,,78,58
157,USW00014732,"LAGUARDIA AIRPORT, NY US",06/07/2009,9.17,0.0,,82,66
158,USW00014732,"LAGUARDIA AIRPORT, NY US",06/08/2009,9.4,0.0,,77,63
159,USW00014732,"LAGUARDIA AIRPORT, NY US",06/09/2009,8.5,1.46,,73,60
160,USW00014732,"LAGUARDIA AIRPORT, NY US",06/10/2009,9.84,0.01,,65,59
161,USW00014732,"LAGUARDIA AIRPORT, NY US",06/11/2009,9.84,0.1,,63,59
162,USW00014732,"LAGUARDIA AIRPORT, NY US",06/12/2009,6.04,0.94,,80,62
163,USW00014732,"LAGUARDIA AIRPORT, NY US",06/13/2009,6.26,0.07,,71,64
164,USW00014732,"LAGUARDIA AIRPORT, NY US",06/14/2009,7.61,0.02,,72,61
165,USW00014732,"LAGUARDIA AIRPORT, NY US",06/15/2009,8.28,0.33,,71,58
166,USW00014732,"LAGUARDIA AIRPORT, NY US",06/16/2009,7.83,0.0,,68,56
167,USW00014732,"LAGUARDIA AIRPORT, NY US",06/17/2009,8.28,0.0,,69,57
168,USW00014732,"LAGUARDIA AIRPORT, NY US",06/18/2009,9.84,1.84,,66,62
169,USW00014732,"LAGUARDIA AIRPORT, NY US",06/19/2009,7.61,0.0,,79,63
170,USW00014732,"LAGUARDIA AIRPORT, NY US",06/20/2009,6.93,0.25,,72,63
171,USW00014732,"LAGUARDIA AIRPORT, NY US",06/21/2009,12.08,0.69,,78,63
172,USW00014732,"LAGUARDIA AIRPORT, NY US",06/22/2009,12.53,0.01,,75,67
173,USW00014732,"LAGUARDIA AIRPORT, NY US",06/23/2009,9.84,0.15,,80,67
174,USW00014732,"LAGUARDIA AIRPORT, NY US",06/24/2009,6.71,0.27,,75,66
175,USW00014732,"LAGUARDIA AIRPORT, NY US",06/25/2009,6.93,0.0,,81,65
176,USW00014732,"LAGUARDIA AIRPORT, NY US",06/26/2009,5.59,0.37,,85,65
177,USW00014732,"LAGUARDIA AIRPORT, NY US",06/27/2009,8.05,0.14,,81,66
178,USW00014732,"LAGUARDIA AIRPORT, NY US",06/28/2009,9.4,0.0,,82,68
179,USW00014732,"LAGUARDIA AIRPORT, NY US",06/29/2009,8.72,0.0,,83,68
180,USW00014732,"LAGUARDIA AIRPORT, NY US",06/30/2009,8.72,0.24,,84,67
181,USW00014732,"LAGUARDIA AIRPORT, NY US",07/01/2009,9.17,0.07,,79,67
182,USW00014732,"LAGUARDIA AIRPORT, NY US",07/02/2009,7.83,0.72,,77,66
183,USW00014732,"LAGUARDIA AIRPORT, NY US",07/03/2009,9.4,0.0,,80,68
184,USW00014732,"LAGUARDIA AIRPORT, NY US",07/04/2009,14.09,0.0,,81,68
185,USW00014732,"LAGUARDIA AIRPORT, NY US",07/05/2009,8.72,0.0,,80,64
186,USW00014732,"LAGUARDIA AIRPORT, NY US",07/06/2009,6.93,0.0,,85,68
187,USW00014732,"LAGUARDIA AIRPORT, NY US",07/07/2009,8.05,0.42,,83,62
188,USW00014732,"LAGUARDIA AIRPORT, NY US",07/08/2009,7.61,0.0,,77,61
189,USW00014732,"LAGUARDIA AIRPORT, NY US",07/09/2009,10.07,0.0,,73,62
190,USW00014732,"LAGUARDIA AIRPORT, NY US",07/10/2009,6.04,0.0,,75,63
191,USW00014732,"LAGUARDIA AIRPORT, NY US",07/11/2009,11.41,0.27,,77,65
192,USW00014732,"LAGUARDIA AIRPORT, NY US",07/12/2009,10.29,0.03,,83,66
193,USW00014732,"LAGUARDIA AIRPORT, NY US",07/13/2009,6.49,0.0,,79,65
194,USW00014732,"LAGUARDIA AIRPORT, NY US",07/14/2009,10.74,0.0,,81,66
195,USW00014732,"LAGUARDIA AIRPORT, NY US",07/15/2009,8.28,0.0,,83,67
196,USW00014732,"LAGUARDIA AIRPORT, NY US",07/16/2009,9.4,0.0,,85,73
197,USW00014732,"LAGUARDIA AIRPORT, NY US",07/17/2009,7.61,0.05,,88,69
198,USW00014732,"LAGUARDIA AIRPORT, NY US",07/18/2009,11.41,0.0,,84,71
199,USW00014732,"LAGUARDIA AIRPORT, NY US",07/19/2009,8.72,0.0,,83,68
200,USW00014732,"LAGUARDIA AIRPORT, NY US",07/20/2009,7.38,0.0,,82,68
201,USW00014732,"LAGUARDIA AIRPORT, NY US",07/21/2009,10.74,0.91,,71,65
202,USW00014732,"LAGUARDIA AIRPORT, NY US",07/22/2009,5.14,0.0,,82,67
203,USW00014732,"LAGUARDIA AIRPORT, NY US",07/23/2009,12.3,0.33,,80,64
204,USW00014732,"LAGUARDIA AIRPORT, NY US",07/24/2009,7.38,0.0,,80,65
205,USW00014732,"LAGUARDIA AIRPORT, NY US",07/25/2009,9.62,0.0,,86,67
206,USW00014732,"LAGUARDIA AIRPORT, NY US",07/26/2009,7.83,0.83,,86,71
207,USW00014732,"LAGUARDIA AIRPORT, NY US",07/27/2009,6.71,0.91,,85,71
208,USW00014732,"LAGUARDIA AIRPORT, NY US",07/28/2009,8.05,0.0,,87,73
209,USW00014732,"LAGUARDIA AIRPORT, NY US",07/29/2009,8.5,1.31,,83,73
210,USW00014732,"LAGUARDIA AIRPORT, NY US",07/30/2009,8.05,0.0,,87,74
211,USW00014732,"LAGUARDIA AIRPORT, NY US",07/31/2009,9.62,0.77,,89,69
212,USW00014732,"LAGUARDIA AIRPORT, NY US",08/01/2009,7.83,0.0,,85,69
213,USW00014732,"LAGUARDIA AIRPORT, NY US",08/02/2009,7.83,0.63,,78,73
214,USW00014732,"LAGUARDIA AIRPORT, NY US",08/03/2009,6.04,0.0,,85,72
215,USW00014732,"LAGUARDIA AIRPORT, NY US",08/04/2009,7.38,0.0,,86,72
216,USW00014732,"LAGUARDIA AIRPORT, NY US",08/05/2009,6.49,0.0,,89,74
217,USW00014732,"LAGUARDIA AIRPORT, NY US",08/06/2009,6.71,0.0,,79,68
218,USW00014732,"LAGUARDIA AIRPORT, NY US",08/07/2009,12.08,0.0,,80,67
219,USW00014732,"LAGUARDIA AIRPORT, NY US",08/08/2009,8.5,0.0,,78,65
220,USW00014732,"LAGUARDIA AIRPORT, NY US",08/09/2009,8.28,0.01,,81,71
221,USW00014732,"LAGUARDIA AIRPORT, NY US",08/10/2009,9.62,0.36,,94,71
222,USW00014732,"LAGUARDIA AIRPORT, NY US",08/11/2009,7.38,0.0,,92,77
223,USW00014732,"LAGUARDIA AIRPORT, NY US",08/12/2009,10.07,0.0,,80,71
224,USW00014732,"LAGUARDIA AIRPORT, NY US",08/13/2009,9.17,0.0,,74,70
225,USW00014732,"LAGUARDIA AIRPORT, NY US",08/14/2009,3.8,0.0,,85,69
226,USW00014732,"LAGUARDIA AIRPORT, NY US",08/15/2009,6.26,0.0,,89,73
227,USW00014732,"LAGUARDIA AIRPORT, NY US",08/16/2009,6.26,0.0,,91,75
228,USW00014732,"LAGUARDIA AIRPORT, NY US",08/17/2009,6.26,0.0,,93,77
229,USW00014732,"LAGUARDIA AIRPORT, NY US",08/18/2009,10.07,0.36,,91,73
230,USW00014732,"LAGUARDIA AIRPORT, NY US",08/19/2009,6.49,0.0,,91,75
231,USW00014732,"LAGUARDIA AIRPORT, NY US",08/20/2009,8.05,0.0,,89,76
232,USW00014732,"LAGUARDIA AIRPORT, NY US",08/21/2009,10.07,0.12,,92,75
233,USW00014732,"LAGUARDIA AIRPORT, NY US",08/22/2009,7.16,0.45,,85,72
234,USW00014732,"LAGUARDIA AIRPORT, NY US",08/23/2009,4.92,0.0,,86,75
235,USW00014732,"LAGUARDIA AIRPORT, NY US",08/24/2009,6.04,0.0,,84,72
236,USW00014732,"LAGUARDIA AIRPORT, NY US",08/25/2009,5.82,0.0,,86,71
237,USW00014732,"LAGUARDIA AIRPORT, NY US",08/26/2009,12.3,0.02,,87,74
238,USW00014732,"LAGUARDIA AIRPORT, NY US",08/27/2009,7.16,0.0,,80,68
239,USW00014732,"LAGUARDIA AIRPORT, NY US",08/28/2009,8.28,0.27,,73,66
240,USW00014732,"LAGUARDIA AIRPORT, NY US",08/29/2009,8.5,0.44,,73,67
241,USW00014732,"LAGUARDIA AIRPORT, NY US",08/30/2009,10.07,0.0,,83,66
242,USW00014732,"LAGUARDIA AIRPORT, NY US",08/31/2009,8.5,0.0,,72,64
243,USW00014732,"LAGUARDIA AIRPORT, NY US",09/01/2009,7.61,0.0,,74,59
244,USW00014732,"LAGUARDIA AIRPORT, NY US",09/02/2009,6.04,0.0,,77,61
245,USW00014732,"LAGUARDIA AIRPORT, NY US",09/03/2009,6.93,0.0,,78,64
246,USW00014732,"LAGUARDIA AIRPORT, NY US",09/04/2009,6.49,0.0,,83,65
247,USW00014732,"LAGUARDIA AIRPORT, NY US",09/05/2009,6.26,0.0,,85,71
248,USW00014732,"LAGUARDIA AIRPORT, NY US",09/06/2009,12.53,0.0,,74,64
249,USW00014732,"LAGUARDIA AIRPORT, NY US",09/07/2009,8.5,0.0,,72,61
250,USW00014732,"LAGUARDIA AIRPORT, NY US",09/08/2009,5.82,0.0,,75,65
251,USW00014732,"LAGUARDIA AIRPORT, NY US",09/09/2009,12.3,0.0,,76,65
252,USW00014732,"LAGUARDIA AIRPORT, NY US",09/10/2009,19.91,0.0,,71,61
253,USW00014732,"LAGUARDIA AIRPORT, NY US",09/11/2009,24.38,0.46,,69,58
254,USW00014732,"LAGUARDIA AIRPORT, NY US",09/12/2009,7.38,0.09,,68,65
255,USW00014732,"LAGUARDIA AIRPORT, NY US",09/13/2009,8.95,0.0,,81,67
256,USW00014732,"LAGUARDIA AIRPORT, NY US",09/14/2009,8.72,0.0,,79,65
257,USW00014732,"LAGUARDIA AIRPORT, NY US",09/15/2009,7.61,0.0,,81,68
258,USW00014732,"LAGUARDIA AIRPORT, NY US",09/16/2009,13.42,0.0,,71,63
259,USW00014732,"LAGUARDIA AIRPORT, NY US",09/17/2009,10.29,0.01,,65,57
260,USW00014732,"LAGUARDIA AIRPORT, NY US",09/18/2009,11.41,0.0,,77,58
261,USW00014732,"LAGUARDIA AIRPORT, NY US",09/19/2009,7.38,0.0,,71,55
262,USW00014732,"LAGUARDIA AIRPORT, NY US",09/20/2009,5.82,0.0,,75,57
263,USW00014732,"LAGUARDIA AIRPORT, NY US",09/21/2009,6.49,0.0,,76,61
264,USW00014732,"LAGUARDIA AIRPORT, NY US",09/22/2009,6.93,0.0,,75,66
265,USW00014732,"LAGUARDIA AIRPORT, NY US",09/23/2009,6.93,0.0,,82,69
266,USW00014732,"LAGUARDIA AIRPORT, NY US",09/24/2009,10.96,0.02,,82,68
267,USW00014732,"LAGUARDIA AIRPORT, NY US",09/25/2009,12.3,0.0,,69,59
268,USW00014732,"LAGUARDIA AIRPORT, NY US",09/26/2009,9.62,0.08,,66,55
269,USW00014732,"LAGUARDIA AIRPORT, NY US",09/27/2009,7.61,0.96,,69,60
270,USW00014732,"LAGUARDIA AIRPORT, NY US",09/28/2009,12.53,0.22,,74,60
271,USW00014732,"LAGUARDIA AIRPORT, NY US",09/29/2009,14.76,0.0,,68,58
272,USW00014732,"LAGUARDIA AIRPORT, NY US",09/30/2009,14.99,0.0,,60,51
273,USW00014732,"LAGUARDIA AIRPORT, NY US",10/01/2009,10.51,0.0,,57,51
274,USW00014732,"LAGUARDIA AIRPORT, NY US",10/02/2009,8.05,0.02,,66,49
275,USW00014732,"LAGUARDIA AIRPORT, NY US",10/03/2009,5.82,0.6,,71,65
276,USW00014732,"LAGUARDIA AIRPORT, NY US",10/04/2009,8.5,0.0,,76,59
277,USW00014732,"LAGUARDIA AIRPORT, NY US",10/05/2009,13.2,0.0,,68,55
278,USW00014732,"LAGUARDIA AIRPORT, NY US",10/06/2009,9.62,0.0,,68,54
279,USW00014732,"LAGUARDIA AIRPORT, NY US",10/07/2009,20.13,0.12,,71,59
280,USW00014732,"LAGUARDIA AIRPORT, NY US",10/08/2009,12.08,0.0,,64,55
281,USW00014732,"LAGUARDIA AIRPORT, NY US",10/09/2009,6.71,0.0,,71,61
282,USW00014732,"LAGUARDIA AIRPORT, NY US",10/10/2009,11.41,0.0,,68,54
283,USW00014732,"LAGUARDIA AIRPORT, NY US",10/11/2009,9.4,0.0,,65,50
284,USW00014732,"LAGUARDIA AIRPORT, NY US",10/12/2009,6.04,0.0,,55,46
285,USW00014732,"LAGUARDIA AIRPORT, NY US",10/13/2009,12.08,0.0,,64,47
286,USW00014732,"LAGUARDIA AIRPORT, NY US",10/14/2009,6.49,0.0,,53,44
287,USW00014732,"LAGUARDIA AIRPORT, NY US",10/15/2009,14.99,0.69,,48,39
288,USW00014732,"LAGUARDIA AIRPORT, NY US",10/16/2009,13.87,0.01,,49,39
289,USW00014732,"LAGUARDIA AIRPORT, NY US",10/17/2009,13.42,0.01,,50,44
